show_id,type,title,director,cast,country,date_added,release_year,duration,description,genre
s362,Movie,Ajji,Devashish Makhija,"Sushama Deshpande, Abhishek Banerjee, Smita Tambe, Sharvani Suryavanshi, Vikas Kumar, Sadiya Siddiqui, Sudhir Pandey, Manuj Sharma",India,"May 1, 2018",2017,105,"When her small granddaughter is sexually assaulted by a powerful man and no justice is served, a poor, frail old woman plots her violent revenge.",Dramas
s363,Movie,AK vs AK,Vikramaditya Motwane,"Anil Kapoor, Anurag Kashyap",India,"December 25, 2020",2020,109,"After a public spat with a movie star, a disgraced director retaliates by kidnapping the actor’s daughter, filming the search for her in real time.",Comedies
s364,TV Show,Akame ga Kill!,,"Sora Amamiya, Soma Saito, Yukari Tamura, Yuu Asakawa, Mamiko Noto, Yoshitsugu Matsuoka, Katsuyuki Konishi, Risa Mizuno, Satomi Akesaka",Japan,"March 1, 2020",2014,1,"Tatsumi sets out on a journey to help his poor village. When he's rescued by a band of assassins, he joins their fight against the corrupt government.",Anime Series
s365,TV Show,Akbar Birbal,,"Kiku Sharda, Vishal Kotian, Delnaaz Irani",India,"March 31, 2020",2019,1,"From battles of wit to fights for justice, Emperor Akbar and his trusty advisor Birbal display their unique bond through adventures in Mughal-era India.",Kids
s366,TV Show,Akulah Balqis,Pali Yahya,"Puteri Balqis, Aeril Zafrel, Nabila Huda, Nazim Othman, Nadia Brian, Bella Dally",,"November 3, 2017",2015,1,"A little girl must enter an orphanage after her parents are arrested, but her life takes a dramatic turn when she escapes and meets a model.",International TV
s367,Movie,Al acecho,Francisco D'Eufemia,"Rodrigo de la Serna, Belen Blanco, Walter Jakob, Facundo Aquinos, Patricia Calisaya",,"January 12, 2021",2019,81,"Looking for a fresh start, a park ranger gets a new assignment. When he discovers a network of poachers, survival depends on his lethal instincts.",International Movies
s368,TV Show,Al Hayba,,"Taim Hasan, Nadine Nassib Njeim, Abdo Chahine, Oweiss Mkhallalati, Mona Wassef",Lebanon,"September 15, 2018",2017,1,"In a village by the Lebanon-Syria border, the head of an arms-smuggling clan contends with family conflicts, power struggles and complicated love.",Crime TV
s369,Movie,Ala Vaikunthapurramuloo,Trivikram Srinivas,"Allu Arjun, Pooja Hegde, Tabu, Sushanth, Nivetha Pethuraj, Jayaram, Murli Sharma",India,"February 27, 2020",2020,162,"After growing up enduring criticism from his father, a young man finds his world shaken upon learning he was switched at birth with a millionaire’s son.",Action
s370,Movie,Alakada Reloaded,Toyin Abraham,"Kehinde Bankole, Lilian Esoro, Bolaji Amusan, Toyin Abraham, Gabriel Afolayan, Bidemi Kosoko, Wumi Toriola, Tayo Amokade, Helen Paul, Liz DaSilva",,"March 6, 2020",2017,104,"To cope with her feelings of inferiority, a woman from an impoverished family tells tall tales of her wealth and influence to upgrade her social status.",Comedies
s371,Movie,Alan Saldaña: Mi vida de pobre,"Raúl Campos, Jan Suter",Alan Saldaña,Mexico,"August 4, 2017",2017,54,Mexican comic Alan Saldaña has fun with everything from the pressure of sitting in an exit row to maxing out his credit card in this stand-up special.,Stand-Up
s372,Movie,Alarmoty in the Land of Fire,,,Egypt,"August 5, 2019",2017,94,"While vacationing at a resort, an ornery and outspoken man is held captive by a criminal organization.",Comedies
s373,Movie,Alaska Is a Drag,Shaz Bennett,"Martin L. Washington Jr., Maya Washington, Matt Dallas, Christopher O'Shea, Jason Scott Lee, Margaret Cho, Kevin Daniels, John Fleck, Nia Peeples, Adam Tomei",United States,"December 31, 2020",2017,83,"Tormented by bullies, an aspiring drag star working at an Alaskan cannery becomes a skilled fighter and is tapped for competition by a boxing coach.",Dramas
s374,Movie,Albert Pinto Ko Gussa Kyun Aata Hai?,Soumitra Ranade,"Nandita Das, Manav Kaul, Saurabh Shukla, Kishore Kadam, Omkar Das Manikpuri, Amarjeet Amle, Yusuf Hussain, Sushma Bakshi",India,"December 31, 2019",2019,85,"As the police investigate his disappearance, a young man heads to Goa to carry out an act of vengeance fueled by years of pent-up anger toward society.",Dramas
s375,Movie,Albion: The Enchanted Stallion,Castille Landon,"Daniel Sharman, Jennifer Morrison, Debra Messing, Stephen Dorff, John Cleese, Liam McIntyre, Richard Kind, Avery Arendes, Castille Landon",United States,"July 1, 2017",2016,106,"After a magical horse transports her to a fantasy world ruled by an evil general, a brave girl sets out to save the land once and for all.",Children
s376,Movie,Alejandro Riaño: Especial de stand up,,Alejandro Riaño,Colombia,"January 10, 2018",2018,60,"Colombian comedian Alejandro Riaño discusses the perks of dating a she-wolf, styles of dancing, the quirks of Bogotá men and soccer game announcers.",Stand-Up
s377,Movie,Alejandro Sanz: What I Was Is What I Am,"Gervasio Iglesias, Alexis Morante",Alejandro Sanz,Spain,"August 18, 2018",2018,102,A retrospective look at the life and career of Grammy-award winning Spanish musician Alejandro Sanz.,Documentaries
s378,Movie,Alelí,Leticia Jorge Romero,"Néstor Guzzini, Mirella Pascual, Cristina Morán, Romina Peluffo, Laila Reyes Silberberg, Pablo Tate, Gerónimo Pizzanelli, Georgina Yankelevich, Julio Icasuriaga, Carla Moscatelli",Uruguay,"April 16, 2020",2019,88,"Mourning their father's death, a dysfunctional trio of siblings must face selling their beloved childhood beach house — and dealing with each other.",Comedies
s379,Movie,Alex Fernández: The Best Comedian in the World,Alex Díaz,Alex Fernández,Mexico,"January 23, 2020",2020,51,Comic Alex Fernández performs his familiar autobiographical stories but goes a little deeper this time with a tender tale about one of his six siblings.,Stand-Up
s380,Movie,Alex Strangelove,Craig Johnson,"Daniel Doheny, Madeline Weinstein, Antonio Marziale, Daniel Zolghadri, Annie Q., Nik Dodani, Fred Hechinger, Kathryn Erbe, Isabella Amara, Sophie Faulkenberry",United States,"June 8, 2018",2018,100,High school senior Alex Truelove's plan to lose his virginity to lovable girlfriend Claire goes awry when he meets the equally lovable Elliot.,Comedies
s381,TV Show,Alexa & Katie,,"Paris Berelc, Isabel May, Tiffani Thiessen, Emery Kelly, Jolie Jenkins, Kerri Medders, Finn Carr, Eddie Shin",United States,"June 13, 2020",2020,4,"Alexa is battling cancer. But with her best friend, Katie, by her side, she's also starting high school – and ready for whatever comes next.",Kids
s382,Movie,Alexandria ... Why?,Youssef Chahine,"Naglaa Fathi, Farid Shawqy, Mohsen Mohiedine, Ezzat El Alaili, Abdalla Mahmoud, Youssef Wahby, Yehia Chahine, Laila Fawzy, Mahmoud El Meleigy, Ahmed Zaki, Gerry Sundquist",Egypt,"June 18, 2020",1979,131,"Living in Alexandria during World War II, an Egyptian teen enamored with American films dreams of making it in Hollywood.",Classic Movies
s383,Movie,Alexandria: Again and Forever,Youssef Chahine,"Youssef Chahine, Yousra, Hussein Fahmy, Amr Abdel-Geleel, Taheya Cariocca, Hesham Selim, Huda Sultan, Ragaa Hussein",France,"June 18, 2020",1989,109,"At the peak of his career, Yehia joins a hunger strike, becomes smitten and reckons with a creative crisis — but finds a new muse.",Classic Movies
s384,Movie,Alexis Viera: A Story of Surviving,Luis Ara,Alexis Viera,Uruguay,"March 20, 2019",2019,69,"After being shot during a robbery in Colombia and losing sensation in his legs, Uruguayan soccer star Alexis Viera finds a new sense of purpose.",Documentaries
s385,Movie,Ali & Alia,Hussein El Ansary,"Khalifa Albhri, Neven Madi, Talal Mahmood, Sawsan Saad, Fatma Hassan",United Arab,"May 12, 2020",2019,106,Drugs and addiction endanger the love — and lives — of two childhood sweethearts struggling to survive the perils of a precarious world.,Dramas
s386,Movie,Ali Baba ve 7 Cüceler,Cem Yılmaz,"Cem Yılmaz, Irina Ivkina, Çetin Altay, Zafer Algöz, Can Yılmaz, Bahtiyar Engin, Fevzi Gökçe, Yosi Mizrahi",Turkey,"July 1, 2020",2015,115,"A garden gnome vendor and his brother-in-law attend a trade fair in Sofia, where they accidentally stumble into shenanigans involving a mafia boss.",Action
s387,Movie,Ali Wong: Baby Cobra,Jay Karas,Ali Wong,United States,"May 6, 2016",2016,60,"Ali Wong's stand up special delves into her sexual adventures, hoarding, the rocky road to pregnancy, and why feminism is terrible.",Stand-Up
s388,Movie,Ali Wong: Hard Knock Wife,Jay Karas,Ali Wong,United States,"May 13, 2018",2018,64,"Two years after the hit ""Baby Cobra,"" Ali Wong is back with another baby bump – and a torrent of hilarious truths about marriage and motherhood.",Stand-Up
s389,Movie,Ali's Wedding,Jeffrey Walker,"Osamah Sami, Don Hany, Helana Sawires, Frances Duca, Majid Shokor, Rodney Afif, Ghazi Alkinani, Ryan Corr",Australia,"June 8, 2018",2018,110,"After telling a white lie that spins out of control, the son of an Iraqi-born cleric in Melbourne becomes torn between family duty and his own heart.",Comedies
s390,TV Show,Alias Grace,,"Sarah Gadon, Edward Holcroft, Paul Gross, Anna Paquin, Rebecca Liddiard, Zachary Levi, Kerr Logan, David Cronenberg",Canada,"November 3, 2017",2017,1,"In 19th-century Canada, a psychiatrist weighs whether a murderess should be pardoned due to insanity. Based on Margaret Atwood's award-winning novel.",Crime TV
s391,Movie,"Alias JJ, la celebridad del mal",,,,"September 1, 2017",2017,54,"Witnesses and public figures respond to controversial claims about Pablo Escobar made by the Medellín Cartel's sole survivor, John Jairo Velásquez.",Documentaries
s392,Movie,Alibaba Aur 40 Chor,"Latif Faiziyev, Umesh Mehra","Dharmendra, Hema Malini, Zeenat Aman, Rolan Bykov, Prem Chopra, Yakub Akhmedov, Madan Puri, Sofiko Chiaureli",Soviet Union,"January 15, 2018",1980,147,A simple village man is thrown into a web of political intrigue after he takes on a powerful and ruthless gang of bandits.,Action
s393,Movie,Alice Doesn't Live Here Anymore,Martin Scorsese,"Ellen Burstyn, Kris Kristofferson, Billy Green Bush, Diane Ladd, Harvey Keitel, Lelia Goldoni, Lane Bradbury, Vic Tayback, Jodie Foster, Alfred Lutter",United States,"July 1, 2019",1974,112,"A widowed singer and single mother starts over as a diner waitress in Arizona, befriending her coworkers and romancing a ruggedly handsome rancher.",Classic Movies
s394,TV Show,Alice in Borderland,,"Kento Yamazaki, Tao Tsuchiya, Nijiro Murakami, Yuki Morinaga, Keita Machida, Ayaka Miyoshi, Dori Sakurada, Aya Asahina, Shuntaro Yanagi, Yutaro Watanabe, Ayame Misaki, Mizuki Yoshida, Tsuyoshi Abe, Nobuaki Kaneko, Sho Aoyagi, Riisa Naka",Japan,"December 10, 2020",2020,1,"An aimless gamer and his two friends find themselves in a parallel Tokyo, where they're forced to compete in a series of sadistic games to survive.",International TV
s395,Movie,Alice Junior,Gil Baroni,"Anne Celestino Mota, Emmanuel Rosset, Matheus Moura, Surya Amitrano, Thaís Schier, Cida Rolim, Katia Horn, Igor Augustho, Marcel Szymanski",Brazil,"October 23, 2020",2019,87,"In a small town, a trans teen with a vibrant personality shakes up her high school's conservative ways while trying to secure her first kiss.",Comedies
s396,Movie,Alien Contact: Outer Space,J. Michael Long,J. Michael Long,United States,"January 9, 2018",2017,63,This fact-based account delves into humankind's efforts to gather signals from possible intelligent beings beyond the solar system.,Documentaries
s397,TV Show,Alien TV,,"Rob Tinkler, Julie Lemieux, John Cleland, Kyle Dooley, Rupert Degas",,"August 21, 2020",2020,1,"Alien reporters Ixbee, Pixbee and Squee travel to a lovely but odd planet called Earth, where they attempt to make sense of humans and their hobbies.",Kids
s398,Movie,Alien Warfare,Jeremiah Jones,"Clayton Snyder, David Meadows, Daniel Washington, Scott C. Roe, Larissa Andrade, Sal Rendino, Jose Guns Alves, Scott King",United States,"April 5, 2019",2019,88,The U.S. Navy Seal team tackles a top-secret mission at a research center where scientists have mysteriously disappeared and another life form awaits.,Action
s399,TV Show,Alien Worlds,,,United Kingdom,"December 2, 2020",2020,1,"Applying the laws of life on Earth to the rest of the galaxy, this series blends science fact and fiction to imagine alien life on other planets.",British TV
s400,Movie,Alien Xmas,Stephen Chiodo,"Keythe Farley, Dee Bradley Baker, Kaliayh Rhambo, Michelle Deco, Barbara Goodson",United States,"November 20, 2020",2020,42,"A young elf mistakes a tiny alien for a Christmas gift, not knowing her new plaything has plans to destroy Earth's gravity — and steal all the presents.",Children
s401,Movie,Aliens Ate My Homework,Sean McNamara,"William Shatner, Dan Payne, Kirsten Robek, Ty Consiglio, Sean McNamara, Christian Convery, Jayden Greig, Lauren McNamara, Alex Zahara, Sandy Robson",United States,"March 6, 2018",2018,90,Tiny alien lawmen fly into Rod's bedroom and recruit him into helping them stop an intergalactic criminal – who's disguised as a very familiar human.,Children
s402,Movie,Alive and Kicking,Susan Glatzer,,Sweden,"August 10, 2017",2016,89,Take an inside look at swing dancing's continued prosperity and the lively and joyous personalities that make the art form so unique.,Documentaries
s403,Movie,All About Love,Adze Ugah,"Chris Attoh, Katlego Danke, Enyinna Nwigwe, Nomzamo Mbatha, Richard Lukunku, Zenande Mfenyane, Leroy Gopal, Angela Sithole",South Africa,"March 6, 2020",2017,79,An inseparable couple struggles to stay together when betrayal threatens to tear their lives apart.,Dramas
s404,Movie,All About Nina,Eva Vives,"Mary Elizabeth Winstead, Common, Kate del Castillo, Chace Crawford, Jay Mohr, Beau Bridges, Clea DuVall, Melonie Diaz, Camryn Manheim, Mindy Sterling, Angelique Cabral, Nicole Byer, Todd Louiso, Elizabeth Masucci, Sonoya Mizuno, Charlotte Newhouse, Victor Rasuk, Andree Vermeulen",United States,"March 18, 2019",2018,101,"Fearless provocation has fueled stand-up comic Nina Geld's career, but a move to LA and a new love take her to new levels of honesty.",Comedies
s405,TV Show,All About the Washingtons,,"Joseph Simmons, Justine Simmons, Kiana Ledé, Nathan Anderson, Leah Rose Randall, Maceo Smedley, Quincy Fouse, DJ Ruckus, Adain Bradley, Tim Meadows, Daymond John, Erick Chavarria, Christopher Clarke, Aubrey Cleland, Arsenio Hall, Stephen Schneider, Max Goudsmit, Noah Gerry, Jamie VanDyke, Ashleigh Hairston",United States,"August 10, 2018",2018,1,"Hip-hop icon MC Joe Speed retires from showbiz and finds a new rhythm balancing business, romance and everyday family chaos.",TV Comedies
s406,TV Show,All American,,"Daniel Ezra, Taye Diggs, Samantha Logan, Bre-Z, Greta Onieogou, Monet Mazur, Michael Evans Behling, Cody Christian, Karimah Westbrook, Jalyn Hall, Jordan Belfi, Briana Lane",United States,"March 17, 2020",2019,2,Culture clashes and brewing rivalries test a teen football player from South Los Angeles when he’s recruited to the Beverly Hills High School team.,TV Dramas
s407,Movie,All Because of You,Adrian Teh,"Hairul Azreen, Janna Nick, Amerul Affendi, Henley Hii, Nam Ron, Theebaan Govindasamy, Taufiq Hanafi, Hafizul Kamal, Josiah Hogan, Sophia Albarakbah, Sugeeta Chandran, Anna Jobling",Malaysia,"October 1, 2020",2020,102,"After falling for a guest, an unsuspecting hotel staff becomes embroiled in a hostage scheme and discovers true love in an unlikely place.",Action
s408,Movie,All Day and a Night,Joe Robert Cole,"Jeffrey Wright, Ashton Sanders, Regina Taylor, Yahya Abdul-Mateen II, Isaiah John, Kelly Jenrette, Shakira Ja-nai Paye",United States,"May 1, 2020",2020,122,"While serving life in prison, a young man looks back at the people, the circumstances and the system that set him on the path toward his crime.",Dramas
s409,Movie,All Dogs Go to Heaven,"Don Bluth, Gary Goldman, Dan Kuenster","Dom DeLuise, Burt Reynolds, Daryl Gilley, Candy Devine, Charles Nelson Reilly, Vic Tayback, Melba Moore, Judith Barsi, Rob Fuller, Earleen Carey, Anna Manahan, Nigel Pegram, Loni Anderson, Ken Page, Godfrey Quigley",Ireland,"June 1, 2020",1989,85,"When a canine con artist becomes an angel, he sneaks back to Earth and crosses paths with an orphan girl who can speak to animals.",Children
s410,TV Show,All For Love,,"Ana María Estupiñán, Carlos Torres, Yuri Vargas, Jim Muñoz, Julio Sánchez Cóccaro, Alina Lozano, Valeria Gálviz, Juan Millán, Juan del Río, Mario Duarte",Colombia,"June 26, 2020",2020,1,"A penniless country boy goes in search of his runaway sister in Bogotá, where he falls for an aspiring singer, but gets tangled up in organized crime.",International TV
s411,Movie,All Good Ones Get Away,Víctor García,"Claire Forlani, Jake Abel, Titus Welliver, Melina Matthews",Spain,"July 30, 2019",2019,83,"When a mysterious figure blackmails an adulterous couple during a romantic getaway, their secret affair turns into a fight for survival.",International Movies
s412,TV Show,All Hail King Julien,,"Danny Jacobs, Andy Richter, Henry Winkler, Kevin Michael Richardson, India de Beaufort, Jeff Bennett, David Krumholtz, Diedrich Bader, Debra Wilson, Sarah Thyre, Betsy Sodaro",United States,"December 1, 2017",2017,5,"In this Emmy winner for Outstanding Children's Animated Program, Madagascar booty-shaker King Julien takes on the jungle’s craziest adventures.",Kids
s413,TV Show,All Hail King Julien: Exiled,,"Danny Jacobs, Andy Richter, Kevin Michael Richardson, India de Beaufort, Jeff Bennett, Maurice LaMarche",,"May 12, 2017",2017,1,"Julien's been dethroned, but loyal friends and some very unlikely allies will propel the lovable lemur on a colorful journey to take back his kingdom.",Kids
s414,Movie,All Hallows' Eve,Charlie Vaughn,"Lexi Giovagnoli, Ashley Argota, John DeLuca, Diane Salinger, Martin Klebba, Tracey Gold, Dee Wallace, Pilot Paisley-Rose, Daniel Cooksley, Vincent Giovagnoli, Dillon Cavitt",United States,"August 1, 2017",2016,92,"Instead of summoning the spirit of her dearly departed mother, a charming teen accidentally awakens a vengeful witch who wants to destroy her town.",Children
s415,Movie,All In My Family,Hao Wu,,United States,"May 3, 2019",2019,40,"After starting a family of his very own in America, a gay filmmaker documents his loving, traditional Chinese family's process of acceptance.",Documentaries
s416,Movie,All Light Will End,Chris Blake,"Ashley Pereira, Alexandra Harris, Ted Welch, Sam Jones III, Sarah Butler, Andy Buckley, Graham Outerbridge, Michael James Thomas, John Schuck, Aaron Munoz",United States,"February 2, 2019",2018,84,"A horror novelist with a traumatic past returns to her childhood hometown, where she revisits her night terrors and loses sight of reality.",Horror Movies
s417,Movie,All of You,Dan Villegas,"Jennylyn Mercado, Derek Ramsay, Yayo Aguila, Kean Cipriano, Nico Antonio, Enzo Marcos, Via Antonio, Hannah Ladesma",Philippines,"January 11, 2019",2017,104,"Two strangers meet on a dating app and experience instant chemistry, but their relationship unravels as jarring differences catch up to them.",Comedies
s418,Movie,All the Boys Love Mandy Lane,Jonathan Levine,"Anson Mount, Edwin Hodge, Michael Welch, Brooke Bloom, Amber Heard, Aaron Himelstein, Whitney Able, Luke Grimes, Melissa Price",United States,"July 3, 2018",2006,91,"During a weekend excursion to a secluded ranch, an unwelcome visitor begins picking off the randy admirers of teenage temptress Mandy Lane.",Horror Movies
s419,Movie,All The Bright Places,Brett Haley,"Elle Fanning, Justice Smith, Luke Wilson, Keegan-Michael Key, Alexandra Shipp, Lamar Johnson, Virginia Gardner, Kelli O'Hara, Felix Mallard, Sofia Hasmik",United States,"February 28, 2020",2020,109,Two teens facing personal struggles form a powerful bond as they embark on a cathartic journey chronicling the wonders of Indiana.,Dramas
s420,Movie,All the Devil's Men,Matthew Hope,"Milo Gibson, Sylvia Hoeks, Gbenga Akinnagbe, William Fichtner, Joseph Millson, Elliot Cowan, Perry Fitzpatrick, Warren Rusher",United Kingdom,"May 15, 2019",2018,100,A battle-scarred Special Ops military vet joins a CIA-funded assignment to take down a Russian terrorist and his trigger-happy comrades.,Action
s421,Movie,All the Freckles in the World,Yibrán Asuad,"Hánssel Casillas, Loreto Peralta, Andrea Sutton, Luis De La Rosa, Alejandro Flores, Anajosé Aldrete, Daniel Haddad, Montserrat Marañón, Juan Carlos Viana Prieto, Hernán Del Riego",Mexico,"January 3, 2020",2020,90,Thirteen-year-old José Miguel is immune to 1994 World Cup fever until he realizes soccer is the only way to win the heart of his crush.,Comedies
s422,Movie,All The Reasons To Forget,Pedro Coutinho,"Johnny Massaro, Bianca Comparato, Regina Braga, Maria Laura Nogueira, Victor Mendes, Thiago Amaral, Rafael Primot, Eduardo Mossri, Rita Batata, Larissa Ferrara",Brazil,"April 19, 2018",2017,90,A Brazilian man tries a myriad of ways to get over his breakup with his girlfriend but is surprised to learn it's more difficult than he anticipated.,Comedies
s423,Movie,All Together Now,Brett Haley,"Auli'i Cravalho, Justina Machado, Rhenzy Feliz, Fred Armisen, Carol Burnett, Judy Reyes, Taylor Richardson, C.S. Lee, Anthony Jacques",United States,"August 29, 2020",2020,94,"An optimistic, talented teen clings to a huge secret: She's homeless and living on a bus. When tragedy strikes, can she learn to accept a helping hand?",Dramas
s424,Movie,"All's Well, End's Well (2009)",Vincent Kok,"Louis Koo, Sandra Ng Kwan Yue, Raymond Wong, Ronald Cheng, Yao Chen, Guo Tao, Heung Kam Lee, Chun Chau Ha, Miki Shum",Hong Kong,"November 9, 2018",2009,99,"Bound by a family rule that forbids him from marrying until his stubborn sister gets hitched, a bachelor enlists the help of a love guru to woo her.",Comedies
s425,Movie,Alles ist gut,Eva Trobisch,"Aenne Schwarz, Andreas Döhler, Hans Löw, Tilo Nest, Lina Wendel, Lisa Hagmeister",Germany,"June 6, 2019",2019,90,"A woman sexually assaulted by her new boss's brother-in-law tries to move on as if nothing happened, but the night weighs heavily on her mind and body.",Dramas
s426,Movie,AllI Wish,Susan Walter,"Sharon Stone, Tony Goldwyn, Liza Lapira, Ellen Burstyn, Jason Gibson, Famke Janssen, Caitlin Fitzgerald, Gilles Marini, Erica Ash, Tom Paolino",United States,"March 18, 2020",2017,95,"Over a series of birthdays, a happy-go-lucky, commitment-averse fashion designer strives to bring a bit of calm to her chaotic love life.",Dramas
s427,TV Show,Almost Happy,Hernán Guerschuny,"Sebastián Wainraich, Natalie Pérez, Santiago Korovsky",Argentina,"May 2, 2020",2020,1,"Sebastián is a radio show host of modest fame, trying to find a way in the world as he deals with his ex-wife (whom he still loves) and two kids.",International TV
s428,Movie,Almost Love,Mike Doyle,"Scott Evans, Augustus Prew, Kate Walsh, Michelle Buteau, Zoë Chao, Patricia Clarkson, Colin Donnell, Christopher Gray",United States,"August 2, 2020",2020,92,A close crew of striving New Yorkers experiences both joy and heartache in their romantic and professional lives.,Comedies
s429,TV Show,Alone,,,,"June 2, 2020",2019,1,"Equipped with limited resources, an isolated group of individuals is subjected to the harsh conditions of the wilderness and must survive — or tap out.",Reality TV
s430,Movie,Alone in Berlin,Vincent Perez,"Emma Thompson, Brendan Gleeson, Daniel Brühl, Monique Chaumette, Joachim Bissmeier, Katrin Pollitt, Lars Rudolph, Uwe Preuss, Daniel Sträßer, Rainer Reiners, Mikael Persbrandt",United Kingdom,"February 15, 2019",2016,103,"After learning of their son's death on the battlefield, a grieving Berlin couple embark on a quietly dangerous act of resistance against Adolf Hitler.",Dramas
s431,Movie,Alone/Together,Antoinette Jadaone,"Liza Soberano, Enrique Gil, Adrian Alandy, Jasmine Curtis-Smith, Sylvia Sanchez, Nonie Buencamino, Xia Vigor, Richard Manabat",Philippines,"November 5, 2020",2019,103,"Eight years after their breakup, college sweethearts Christine and Raf reconnect at different points in their lives as feelings from the past resurface.",Dramas
s432,Movie,Along Came a Spider,Lee Tamahori,"Morgan Freeman, Monica Potter, Michael Wincott, Dylan Baker, Mika Boorem, Anton Yelchin, Kim Hawthorne, Jay O. Sanders, Billy Burke, Michael Moriarty, Penelope Ann Miller",United States,"October 1, 2019",2001,103,"When a girl is kidnapped from a prestigious prep school, a homicide detective takes the case, teaming up with young security agent.",Thrillers
s433,Movie,Alpha and Omega 2: A Howl-iday Adventure,Richard Rich,"Ben Diskin, Kate Higgins, Blackie Rose, Lindsay Torrance, Liza West, Tracy Pfau, Bill Lader, Meryl Leigh, Shaun Gerardo",United States,"October 1, 2019",2013,45,"In this animated outdoor adventure, wolf couple Humphrey and Kate face a crisis when one of their three cubs disappears without explanation.",Children
s434,Movie,Alpha and Omega: The Legend of the Saw Tooth Cave,Richard Rich,"Debi Derryberry, Ben Diskin, Kate Higgins, Lindsay Torrance, Larry Thomas, Bill Lader, Cindy Robinson",United States,"January 1, 2020",2014,45,"When a wolf pup named Runt sneaks off to explore a mysterious cave, he meets and befriends a wolf driven from her pack because she's blind.",Children
s435,TV Show,Alphablocks,,"Teresa Gallagher, David Holt, Lizzie Waterworth",United Kingdom,"May 25, 2020",2014,5,"The letters of the alphabet come to life in Alphaland as they read, write and spell their way into an exciting world of phonic fun.",Kids
s436,Movie,AlphaGo,Greg Kohs,,United States,"January 1, 2018",2017,90,"Seemingly simple but deceptively complex, the game of ""Go"" serves as the backdrop for this battle between artificial intelligence and man.",Documentaries
s437,Movie,Alt-Right: Age of Rage,Adam Bhala Lough,"Daryle Lamont Jenkins, Richard Spencer",,"January 28, 2019",2018,106,This documentary follows a white power leader and an Antifa activist leading up to the Charlottesville riots in the first year of Trump's presidency.,Documentaries
s438,TV Show,Altered Carbon,,"Joel Kinnaman, James Purefoy, Martha Higareda, Renée Elise Goldsberry, Dichen Lachman, Will Yun Lee, Kristin Lehman, Chris Conner, Ato Essandoh, Tamara Taylor, Byron Mann",United States,"February 27, 2020",2020,2,"After 250 years on ice, a prisoner returns to life in a new body with one chance to win his freedom: by solving a mind-bending murder.",Crime TV
s439,Movie,Altered Carbon: Resleeved,"Takeru Nakajima, Yoshiyuki Okada","Tatsuhisa Suzuki, Rina Satou, Ayaka Asai, Jouji Nakata, Kenji Yamauchi, Kanehira Yamamoto, Koji Ishii",Japan,"March 19, 2020",2020,75,"On the planet Latimer, Takeshi Kovacs must protect a tattooist while investigating the death of a yakuza boss alongside a no-nonsense CTAC.",Action
s440,Movie,Always a Bridesmaid,Trey Haley,"Javicia Leslie, Jordan Calloway, Richard Lawson, Yvette Nicole Brown, Michelle Mitchenor, Amber Chardae Robinson, Jasmin Brown",United States,"March 3, 2020",2019,98,"Never married but always at weddings, a copy editor finally dives into the dating pool but wonders if her love story involves staying single forever.",Comedies
s441,TV Show,Always a Witch,,"Angely Gaviria, Sebastián Eslava, Luis Fernando Hoyos, Verónica Orozco, Lenard Vanderaa, Sofía Araujo, Dylan Fuentes, Valeria Emiliani, Dubán Prado, Carlos Quintero",Colombia,"February 28, 2020",2019,2,"A young 17th-century witch time travels to the future to save the man she loves, but first must adjust to present-day Cartagena and defeat a dark rival.",International TV
s442,Movie,Always Be My Maybe,Dan Villegas,"Gerald Anderson, Arci Muñoz, Cacai Bautista, Ricci Chan, Tirso Cruz III, Carlo Aquino, Matt Evans, Ahron Villena, Victor Silayan, TJ Trinidad",Philippines,"September 1, 2020",2016,112,"After being unexpectedly dumped by their respective lovers, a man and a woman have a chance meeting at a resort and embark on a unique relationship.",International Movies
s443,Movie,Amanda Knox,"Rod Blackhurst, Brian McGinn",,Denmark,"September 30, 2016",2016,92,She was twice convicted and acquitted of murder. Amanda Knox and the people closest to her case speak out in this illuminating documentary.,Documentaries
s444,Movie,Amandla! A Revolution in Four Part Harmony,Lee Hirsch,"Miriam Makeba, Hugh Masekela, Abdullah Ibrahim, Duma Ka Ndlovu, Sibongile Khumalo, Vusi Mahlasela, Thandi Modise, Sifiso Ntuli, Sibusiso Nxumalo, Dolly Rathebe, Lindiwe Zulu",South Africa,"September 28, 2020",2002,103,This documentary recounts the fascinating and little-known role that music has played in the struggle to eradicate apartheid in South Africa.,Documentaries
s445,Movie,Amar,Esteban Crespo,"María Pedraza, Pol Monen, Natalia Tena, Nacho Fresneda, Greta Fernández, Gustavo Salmerón, Celso Bugallo, Sonia Almarcha, Marta Belenguer",Spain,"July 15, 2017",2017,104,"Young Laura and Carlos experience the intensity and fragility of first love, as life realities gradually tarnish their idealized notions of romance.",Dramas
s446,Movie,Amar Akbar & Tony,Atul Malhotra,"Rez Kempton, Sam Vincenti, Martin Delaney, Karen David, Laura Aikman, Goldy Notay, Meera Syal, Nina Wadia, Tanveer Ghani, Amrita Acharia",United Kingdom,"June 20, 2017",2015,92,"The brotherly bond between three childhood friends – one Sikh, one Muslim and one Catholic – is tested by the often comic absurdities of adulthood.",Comedies
